region_id,Psn_15_y_over_Indig_M,Psn_15_y_over_Indig_F,Psn_15_y_over_Indig_P,Psn_15_y_over_NonInd_M,Psn_15_y_over_NonInd_F,Psn_15_y_over_NonInd_P,Psn_15_y_over_Ind_s_nsM,Psn_15_y_over_Ind_s_nsF,Psn_15_y_over_Ind_s_nsP,Psn_15_y_over_TotM,Psn_15_y_over_TotF,Psn_15_y_over_TotP,In_LF_Emp_Indig_M,In_LF_Emp_Indig_F,In_LF_Emp_Indig_P,In_LF_Emp_NonInd_M,In_LF_Emp_NonInd_F,In_LF_Emp_NonInd_P,In_LF_Emp_IndSt_nsM,In_LF_Emp_IndSt_nsF,In_LF_Emp_IndSt_nsP,In_LF_Employd_TotM,In_LF_Employd_TotF,In_LF_Employd_TotP,In_LF_unemp_Ind_M,In_LF_unemp_Ind_F,In_LF_unemp_Ind_P,In_LF_unemp_No_Ind_M,In_LF_unemp_No_Ind_F,In_LF_unemp_No_Ind_P,In_LF_un_IndSt_nsM,In_LF_un_IndSt_nsF,In_LF_un_IndSt_nsP,In_LF_Unemp_TotM,In_LF_Unemp_TotF,In_LF_Unemp_TotP,In_LF_To_LF_Ind_M,In_LF_To_LF_Ind_F,In_LF_To_LF_Ind_P,In_LF_To_la_fo_No_In_M,In_LF_To_la_fo_No_In_F,In_LF_To_la_fo_No_In_P,In_LF_To_l_fo_In_st_nsM,In_LF_To_l_fo_In_st_nsF,In_LF_To_l_fo_In_st_nsP,In_LF_To_LF_TotM,In_LF_To_LF_TotF,In_LF_To_LF_TotP,N_the_LF_Indig_M,N_the_LF_Indig_F,N_the_LF_Indig_P,N_the_LF_No_Indig_M,N_the_LF_No_Indig_F,N_the_LF_No_Indig_P,N_the_LF_Indig_st_nsM,N_the_LF_Indig_st_nsF,N_the_LF_Indig_st_nsP,N_the_LF_TotM,N_the_LF_TotF,N_the_LF_TotP,LF_st_ns_Indig_M,LF_st_ns_Indig_F,LF_st_ns_Indig_P,LF_st_ns_NonInd_M,LF_st_ns_NonInd_F,LF_st_ns_NonInd_P,LF_st_ns_Indig_st_nsM,LF_st_ns_Indig_st_nsF,LF_st_ns_Indig_st_nsP,LF_st_ns_TotM,LF_st_ns_TotF,LF_st_ns_TotP,Pcent_Unemploy_Indig_M,Pcent_Unemploy_Indig_F,Pcent_Unemploy_Indig_P,Pcent_Unemploy_NonInd_M,Pcent_Unemploy_NonInd_F,Pcent_Unemploy_NonInd_P,Pcent_Unem_IndSt_nsM,Pcent_Unemp_IndSt_nsF,Pcent_Unemp_IndSt_nsP,Pcent_Unemploy_TotM,Pcent_Unemploy_TotF,Pcent_Unemploy_TotP,Pcent_LF_part_Indig_M,Pcent_LF_part_Indig_F,Pcent_LF_part_Indig_P,Pcent_LF_part_No_Indig_M,Pcent_LF_part_No_Indig_F,Pcent_LF_part_No_Indig_P,Pcent_LF_part_IndSt_nsM,Pcent_LF_part_IndSt_nsF,Pcent_LF_part_IndSt_nsP,Pcent_LF_part_TotM,Pcent_LF_part_TotF,Pcent_LF_part_TotP,Pcent_Emp_to_pop_Ind_M,Pcent_Emp_to_pop_Ind_F,Pcent_Emp_to_pop_Ind_P,Pcent_Emp_t_pop_NonInd_M,Pcent_Emp_t_pop_NonInd_F,Pcent_Emp_t_pop_NonInd_P,Pcent_Emp_t_pop_IndSt_nsM,Pcent_Emp_t_pop_IndSt_nsF,Pcent_Emp_t_pop_IndSt_nsP,Pcent_Emp_to_pop_TotM,Pcent_Emp_to_pop_TotF,Pcent_Emp_to_pop_TotP,IndSec_Gov_Ind_M,IndSec_Gov_Ind_F,IndSec_Gov_Ind_P,IndSec_Gov_No_Ind_M,IndSec_Gov_No_Ind_F,IndSec_Gov_No_Ind_P,IndSec_Gov_IndSt_nsM,IndSec_Gov_IndSt_nsF,IndSec_Gov_IndSt_nsP,IndSec_Gov_TotM,IndSec_Gov_TotF,IndSec_Gov_TotP,IndSec_Priv_Ind_M,IndSec_Priv_Ind_F,IndSec_Priv_Ind_P,IndSec_Priv_NonInd_M,IndSec_Priv_NonInd_F,IndSec_Priv_NonInd_P,IndSec_Priv_IndSt_nsM,IndSec_Priv_IndSt_nsF,IndSec_Priv_IndSt_nsP,IndSec_Priv_TotM,IndSec_Priv_TotF,IndSec_Priv_TotP,CDEP_participants_Ind_M,CDEP_participants_Ind_F,CDEP_participants_Ind_P,CDEP_participants_NonInd_M,CDEP_participants_NonInd_F,CDEP_participants_NonInd_P,CDEP_participants_IndSt_nsM,CDEP_participants_IndSt_nsF,CDEP_participants_IndSt_nsP,CDEP_participants_TotM,CDEP_participants_TotF,CDEP_participants_TotP,Self_employed_Ind_M,Self_employed_Ind_F,Self_employed_Ind_P,Self_employed_NonInd_M,Self_employed_NonInd_F,Self_employed_NonInd_P,Self_employed_Ind_status_nsM,Self_employed_Ind_status_nsF,Self_employed_Ind_status_nsP,Self_employed_TotM,Self_employed_TotF,Self_employed_TotP,NsQ_PgDL_Ind_M,NsQ_PgDL_Ind_F,NsQ_PgDL_Ind_P,NsQ_PgDL_No_Ind_M,NsQ_PgDL_No_Ind_F,NsQ_PgDL_No_Ind_P,NsQ_PgDL_IndSt_nsM,NsQ_PgDL_IndSt_nsF,NsQ_PgDL_IndSt_nsP,NsQ_PgDL_TotM,NsQ_PgDL_TotF,NsQ_PgDL_TotP,NsQ_GD_GCL_Ind_M,NsQ_GD_GCL_Ind_F,NsQ_GD_GCL_Ind_P,NsQ_GD_GCL_No_In_M,NsQ_GD_GCL_No_In_F,NsQ_GD_GCL_No_In_P,NsQ_GD_GCL_In_st_nsM,NsQ_GD_GCL_In_st_nsF,NsQ_GD_GCL_In_st_nsP,NsQ_GD_GCL_TotM,NsQ_GD_GCL_TotF,NsQ_GD_GCL_TotP,NsQ_BDL_Ind_M,NsQ_BDL_Ind_F,NsQ_BDL_Ind_P,NsQ_BDL_No_Ind_M,NsQ_BDL_No_Ind_F,NsQ_BDL_No_Ind_P,NsQ_BDL_IndSt_nsM,NsQ_BDL_IndSt_nsF,NsQ_BDL_IndSt_nsP,NsQ_BDL_TotM,NsQ_BDL_TotF,NsQ_BDL_TotP,NsQ_AD_DL_Ind_M,NsQ_AD_DL_Ind_F,NsQ_AD_DL_Ind_P,NsQ_AD_DL_No_In_M,NsQ_AD_DL_No_In_F,NsQ_AD_DL_No_In_P,NsQ_AD_DL_In_st_nsM,NsQ_AD_DL_In_st_nsF
LGA10050,309,352,661,17132,19044,36176,888,784,1672,18329,20180,38509,131,123,254,11344,10694,22038,85,56,141,11560,10873,22433,33,33,66,676,621,1297,10,3,13,719,657,1376,164,156,320,12020,11315,23335,95,59,154,12279,11530,23809,126,175,301,4869,7415,12284,87,150,237,5082,7740,12822,18,23,41,243,314,557,705,576,1281,966,913,1879,20.1,21.2,20.6,5.6,5.5,5.6,10.5,5.1,8.4,5.9,5.7,5.8,53.2,44.1,48.3,70.2,59.4,64.5,10.7,7.5,9.2,67.0,57.1,61.8,42.5,34.7,38.4,66.2,56.2,60.9,9.6,7.1,8.4,63.1,53.9,58.3,20,33,53,1302,2145,3447,5,10,15,1327,2188,3515,104,84,188,9936,8448,18384,74,46,120,10114,8578,18692,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,713,415,1128,7,3,10,723,423,1146,0,4,4,393,357,750,0,0,0,393,361,754,0,0,0,250,446,696,0,3,3,250,449,699,5,13,18,1564,2449,4013,10,11,21,1579,2473,4052,13,20,33,1066,1660,2726,9,3
LGA10110,422,538,960,8260,9241,17501,497,546,1043,9179,10325,19504,151,157,308,5055,4963,10018,24,28,52,5230,5148,10378,43,45,88,401,331,732,6,0,6,450,376,826,194,202,396,5456,5294,10750,30,28,58,5680,5524,11204,205,319,524,2691,3801,6492,35,47,82,2931,4167,7098,22,18,40,113,146,259,433,470,903,568,634,1202,22.2,22.3,22.2,7.3,6.3,6.8,20.0,0,10.3,7.9,6.8,7.4,46.1,37.5,41.3,66.1,57.3,61.4,6.0,5.1,5.6,61.9,53.5,57.4,35.9,29.1,32.1,61.2,53.7,57.2,4.8,5.1,5.0,57.0,49.9,53.2,35,49,84,1058,1284,2342,4,9,13,1097,1342,2439,114,104,218,3951,3650,7601,20,15,35,4085,3769,7854,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,451,234,685,3,0,3,458,237,695,3,3,6,711,557,1268,0,0,0,714,560,1274,3,3,6,139,308,447,0,3,3,142,314,456,10,16,26,1072,1557,2629,8,8,16,1090,1581,2671,12,42,54,480,792,1272,6,3
LGA10150,85,88,173,15622,16983,32605,1141,1080,2221,16848,18151,34999,52,55,107,10479,9898,20377,83,55,138,10614,10008,20622,3,4,7,705,620,1325,7,8,15,715,632,1347,55,59,114,11184,10518,21702,90,63,153,11329,10640,21969,25,29,54,4170,6112,10282,107,175,282,4302,6316,10618,6,0,6,269,353,622,943,842,1785,1218,1195,2413,5.5,6.8,6.1,6.3,5.9,6.1,7.8,12.7,9.8,6.3,5.9,6.1,64.0,67.0,65.5,71.6,61.9,66.6,7.9,5.8,6.9,67.2,58.6,62.8,60.5,62.5,61.5,67.1,58.3,62.5,7.3,5.1,6.2,63.0,55.1,58.9,16,15,31,1409,1994,3403,4,3,7,1429,2012,3441,36,40,76,8941,7809,16750,75,48,123,9052,7897,16949,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,692,396,1088,3,3,6,695,402,1097,3,3,6,1681,1665,3346,7,10,17,1691,1678,3369,0,3,3,284,496,780,4,0,4,288,499,787,9,9,18,3488,4184,7672,21,20,41,3518,4213,7731,4,15,19,1397,1743,3140,10,10
LGA10200,229,147,376,28289,26688,54977,2227,1662,3889,30745,28497,59242,51,35,86,16729,11763,28492,205,127,332,16985,11925,28910,3,12,15,1459,1204,2663,28,15,43,1490,1231,2721,54,47,101,18188,12967,31155,233,142,375,18475,13156,31631,170,98,268,9452,13192,22644,166,189,355,9788,13479,23267,6,0,6,648,529,1177,1829,1334,3163,2483,1863,4346,5.6,25.5,14.9,8.0,9.3,8.5,12.0,10.6,11.5,8.1,9.4,8.6,23.5,32.4,26.9,64.3,48.6,56.7,10.5,8.5,9.6,60.1,46.2,53.4,22.2,24.1,22.9,59.1,44.1,51.8,9.2,7.6,8.5,55.2,41.8,48.8,6,12,18,1388,1538,2926,11,14,25,1405,1564,2969,39,24,63,14895,9985,24880,158,101,259,15092,10110,25202,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,1117,394,1511,3,6,9,1128,400,1528,3,3,6,1768,1276,3044,13,8,21,1784,1287,3071,0,3,3,249,274,523,3,0,3,252,277,529,5,5,10,4374,4573,8947,40,26,66,4419,4604,9023,8,9,17,2368,2379,4747,25,32
LGA10250,353,439,792,14281,16035,30316,574,552,1126,15208,17026,32234,135,168,303,8192,7980,16172,58,60,118,8385,8208,16593,42,41,83,567,457,1024,3,5,8,612,503,1115,177,209,386,8759,8437,17196,61,65,126,8997,8711,17708,154,214,368,5288,7291,12579,52,71,123,5494,7576,13070,21,16,37,234,307,541,462,415,877,717,738,1455,23.7,19.6,21.5,6.5,5.4,6.0,4.9,7.7,6.3,6.8,5.8,6.3,50.3,47.6,48.8,61.3,52.6,56.7,10.6,11.8,11.2,59.2,51.2,54.9,38.4,38.3,38.3,57.4,49.8,53.3,10.1,10.9,10.5,55.1,48.2,51.5,29,49,78,1069,1340,2409,4,5,9,1102,1394,2496,105,119,224,7050,6584,13634,47,52,99,7202,6755,13957,0,3,3,0,0,0,0,0,0,0,3,3,6,3,9,1054,555,1609,3,7,10,1063,565,1628,0,3,3,357,351,708,4,0,4,361,354,715,0,6,6,214,332,546,0,0,0,214,338,552,17,29,46,1651,2230,3881,10,11,21,1678,2270,3948,14,25,39,1000,1662,2662,0,16
LGA10300,46,54,100,797,796,1593,76,47,123,919,897,1816,24,19,43,557,426,983,4,0,4,585,445,1030,7,3,10,19,17,36,0,0,0,26,20,46,31,22,53,576,443,1019,4,0,4,611,465,1076,15,32,47,204,337,541,3,4,7,222,373,595,0,0,0,17,17,34,70,42,112,87,59,146,22.6,13.6,18.9,3.3,3.8,3.5,0,0,0,4.3,4.3,4.3,67.4,40.7,53.0,72.3,55.6,63.9,5.2,0,3.3,66.4,51.8,59.2,52.2,35.2,43.0,69.9,53.5,61.7,5.2,0,3.3,63.6,49.6,56.7,3,4,7,50,77,127,0,0,0,53,81,134,19,16,35,495,343,838,4,0,4,518,359,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,17,80,0,0,0,63,17,80,0,0,0,3,5,8,0,0,0,3,5,8,0,0,0,3,10,13,0,0,0,3,10,13,0,3,3,33,54,87,0,0,0,33,57,90,0,3,3,25,46,71,0,0
LGA10350,426,529,955,65200,69090,134290,3874,3683,7557,69500,73302,142802,219,236,455,38464,30291,68755,399,258,657,39082,30785,69867,30,26,56,3182,2434,5616,42,26,68,3254,2486,5740,249,262,511,41646,32725,74371,441,284,725,42336,33271,75607,154,245,399,22232,34814,57046,371,521,892,22757,35580,58337,26,22,48,1324,1549,2873,3059,2881,5940,4409,4452,8861,12.0,9.9,11.0,7.6,7.4,7.6,9.5,9.2,9.4,7.7,7.5,7.6,58.0,49.5,53.3,63.9,47.4,55.4,11.4,7.7,9.6,60.9,45.4,52.9,51.0,44.6,47.5,59.0,43.8,51.2,10.3,7.0,8.7,56.2,42.0,48.9,32,51,83,3931,4734,8665,20,36,56,3983,4821,8804,178,183,361,33735,25084,58819,341,202,543,34254,25469,59723,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,3064,1001,4065,32,7,39,3104,1008,4112,0,7,7,1822,1519,3341,9,5,14,1831,1531,3362,5,3,8,422,580,1002,4,7,11,431,590,1021,16,22,38,6639,7816,14455,44,47,91,6699,7885,14584,22,32,54,4620,5996,10616,26,38
LGA10470,560,479,1039,13910,14182,28092,719,674,1393,15189,15335,30524,190,184,374,8957,8089,17046,64,45,109,9211,8318,17529,46,40,86,459,436,895,11,0,11,516,476,992,236,224,460,9416,8525,17941,75,45,120,9727,8794,18521,306,242,548,4316,5475,9791,44,62,106,4666,5779,10445,20,13,33,178,181,359,600,566,1166,798,760,1558,19.5,17.9,18.7,4.9,5.1,5.0,14.7,0,9.2,5.3,5.4,5.4,42.0,46.8,44.2,67.7,60.1,63.9,10.4,6.7,8.6,64.0,57.4,60.7,33.8,38.4,35.9,64.4,57.0,60.7,8.9,6.7,7.8,60.6,54.2,57.4,38,43,81,1552,1896,3448,5,0,5,1595,1939,3534,146,136,282,7314,6129,13443,56,41,97,7516,6306,13822,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,634,343,977,5,4,9,645,350,995,3,3,6,361,320,681,0,0,0,364,323,687,3,0,3,152,312,464,0,0,0,155,312,467,11,22,33,1197,1890,3087,4,9,13,1212,1921,3133,10,20,30,838,1225,2063,5,0
LGA10550,265,279,544,12011,12693,24704,557,553,1110,12833,13525,26358,103,84,187,6607,6144,12751,48,56,104,6758,6284,13042,31,24,55,447,320,767,4,0,4,482,344,826,134,108,242,7054,6464,13518,52,56,108,7240,6628,13868,116,145,261,4760,5989,10749,73,85,158,4949,6219,11168,16,25,41,197,241,438,431,412,843,644,678,1322,23.1,22.2,22.7,6.3,5.0,5.7,7.7,0,3.7,6.7,5.2,6.0,50.4,38.8,44.5,58.7,50.9,54.7,9.4,10.1,9.7,56.4,49.0,52.6,38.7,30.2,34.4,55.0,48.4,51.6,8.6,10.1,9.4,52.7,46.5,49.5,18,12,30,766,929,1695,3,11,14,787,952,1739,86,71,157,5758,5161,10919,45,42,87,5889,5274,11163,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,862,452,1314,3,6,9,878,458,1336,0,3,3,219,200,419,3,3,6,222,206,428,0,4,4,175,335,510,0,4,4,175,343,518,10,6,16,991,1449,2440,9,9,18,1010,1464,2474,5,9,14,731,1181,1912,5,10
LGA10600,125,112,237,4538,5030,9568,145,121,266,4808,5263,10071,57,42,99,2339,2314,4653,12,14,26,2408,2370,4778,14,8,22,216,176,392,0,0,0,230,184,414,71,50,121,2555,2490,5045,12,14,26,2638,2554,5192,51,60,111,1915,2460,4375,28,31,59,1994,2551,4545,3,3,6,68,80,148,106,76,182,177,159,336,19.7,16.0,18.2,8.5,7.1,7.8,0,0,0,8.7,7.2,8.0,56.8,44.2,50.8,56.3,49.5,52.7,8.2,11.6,9.7,54.9,48.5,51.5,45.6,37.2,41.6,51.5,46.0,48.6,8.2,11.6,9.7,50.1,45.0,47.4,9,8,17,317,465,782,3,3,6,329,476,805,44,37,81,1998,1825,3823,8,9,17,2050,1871,3921,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,424,248,672,0,0,0,430,252,682,3,0,3,104,132,236,0,0,0,107,132,239,0,0,0,63,148,211,0,3,3,63,151,214,0,9,9,411,699,1110,5,0,5,416,708,1124,0,6,6,311,505,816,5,4
LGA10650,49,44,93,3109,3188,6297,145,135,280,3303,3367,6670,26,12,38,1812,1542,3354,14,5,19,1852,1559,3411,3,4,7,77,69,146,3,3,6,83,76,159,29,16,45,1889,1611,3500,17,8,25,1935,1635,3570,16,27,43,1137,1460,2597,21,25,46,1174,1512,2686,4,0,4,84,117,201,107,103,210,195,220,415,10.3,25.0,15.6,4.1,4.3,4.2,17.6,37.5,24.0,4.3,4.6,4.5,59.2,37.2,48.9,60.7,50.5,55.6,11.7,5.9,8.9,58.6,48.6,53.5,53.1,27.9,41.3,58.3,48.4,53.3,9.7,3.7,6.8,56.1,46.3,51.1,4,0,4,146,251,397,0,0,0,150,251,401,20,12,32,1642,1268,2910,15,5,20,1677,1285,2962,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,215,89,304,3,0,3,221,89,310,0,0,0,14,21,35,0,0,0,14,21,35,0,0,0,16,41,57,0,0,0,16,41,57,3,3,6,146,282,428,0,0,0,149,285,434,0,0,0,165,231,396,0,0
LGA10750,2381,2584,4965,105421,110148,215569,4708,4398,9106,112510,117130,229640,996,917,1913,71757,59017,130774,613,486,1099,73366,60420,133786,238,241,479,4907,4790,9697,76,56,132,5221,5087,10308,1234,1158,2392,76664,63807,140471,689,542,1231,78587,65507,144094,1029,1326,2355,26948,44293,71241,453,678,1131,28430,46297,74727,117,100,217,1811,2048,3859,3566,3178,6744,5494,5326,10820,19.3,20.8,20.0,6.4,7.5,6.9,11.0,10.3,10.7,6.6,7.8,7.2,51.8,44.8,48.2,72.7,57.9,65.2,14.6,12.3,13.5,69.8,55.9,62.7,41.8,35.5,38.5,68.1,53.6,60.7,13.0,11.1,12.1,65.2,51.6,58.3,121,215,336,7803,9910,17713,42,52,94,7966,10177,18143,844,683,1527,62866,48392,111258,518,409,927,64228,49484,113712,0,0,0,0,0,0,0,0,0,0,0,0,25,8,33,3911,1425,5336,34,13,47,3970,1446,5416,4,10,14,4314,3603,7917,14,26,40,4332,3639,7971,13,12,25,908,1218,2126,4,4,8,925,1234,2159,34,83,117,12713,16246,28959,75,109,184,12822,16438,29260,51,110,161,7967,9477,17444,49,70
LGA10800,74,65,139,2145,2167,4312,73,57,130,2292,2289,4581,40,32,72,1485,1120,2605,9,9,18,1534,1161,2695,10,4,14,33,50,83,0,0,0,43,54,97,50,36,86,1518,1170,2688,9,9,18,1577,1215,2792,22,29,51,583,953,1536,8,15,23,613,997,1610,3,0,3,45,42,87,54,35,89,102,77,179,20.0,11.1,16.3,2.2,4.3,3.1,0,0,0,2.7,4.4,3.5,66.7,55.4,61.4,70.7,54.0,62.4,12.7,15.3,13.8,68.8,53.1,60.9,53.3,49.2,51.4,69.2,51.7,60.4,12.7,15.3,13.8,66.9,50.7,58.8,8,7,15,125,205,330,0,0,0,133,212,345,33,23,56,1336,899,2235,8,9,17,1377,931,2308,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,226,104,330,0,0,0,226,107,333,0,0,0,13,9,22,0,0,0,13,9,22,0,0,0,14,18,32,0,0,0,14,18,32,0,0,0,96,192,288,3,0,3,99,192,291,4,3,7,73,141,214,0,3
LGA10850,59,57,116,2500,2561,5061,131,109,240,2690,2727,5417,23,21,44,1690,1362,3052,7,9,16,1720,1392,3112,4,5,9,78,69,147,0,0,0,82,74,156,27,26,53,1768,1431,3199,7,9,16,1802,1466,3268,28,30,58,694,1096,1790,11,16,27,733,1142,1875,5,0,5,36,35,71,113,85,198,154,120,274,14.8,19.2,17.0,4.4,4.8,4.6,0,0,0,4.6,5.0,4.8,45.0,46.4,45.7,70.8,55.9,63.2,5.3,8.2,6.6,67.0,53.7,60.3,38.3,37.5,37.9,67.7,53.2,60.3,5.3,8.2,6.6,64.0,51.0,57.4,0,5,5,193,270,463,3,3,6,196,278,474,22,14,36,1477,1076,2553,4,6,10,1503,1096,2599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,105,287,0,0,0,182,105,287,0,0,0,36,31,67,0,0,0,36,31,67,0,0,0,18,32,50,0,0,0,18,32,50,0,4,4,157,284,441,0,0,0,157,288,445,0,3,3,147,244,391,0,3
LGA10900,414,468,882,27206,30080,57286,1510,1467,2977,29130,32015,61145,250,227,477,17989,16896,34885,137,109,246,18376,17232,35608,27,24,51,984,803,1787,8,6,14,1019,833,1852,277,251,528,18973,17699,36672,145,115,260,19395,18065,37460,128,207,335,8025,12058,20083,86,145,231,8239,12410,20649,10,10,20,207,324,531,1280,1205,2485,1497,1539,3036,9.7,9.6,9.7,5.2,4.5,4.9,5.5,5.2,5.4,5.3,4.6,4.9,66.7,53.6,59.8,69.7,58.8,64.0,9.6,7.8,8.7,66.6,56.4,61.3,60.2,48.5,54.0,66.1,56.2,60.9,9.1,7.4,8.3,63.1,53.8,58.2,59,54,113,3625,4416,8041,19,17,36,3703,4487,8190,187,169,356,14222,12360,26582,113,86,199,14522,12615,27137,0,0,0,0,0,0,0,0,0,0,0,0,13,8,21,1746,1160,2906,21,8,29,1780,1176,2956,5,12,17,1526,1568,3094,7,7,14,1538,1587,3125,7,6,13,637,1054,1691,3,3,6,647,1063,1710,25,44,69,4065,5756,9821,12,28,40,4102,5828,9930,30,51,81,2661,3737,6398,17,21
LGA10950,123,128,251,920,902,1822,81,64,145,1124,1094,2218,54,52,106,642,486,1128,7,6,13,703,544,1247,16,13,29,26,21,47,0,0,0,42,34,76,70,65,135,668,507,1175,7,6,13,745,578,1323,41,57,98,230,377,607,9,7,16,280,441,721,10,7,17,22,17,39,66,51,117,98,75,173,22.9,20.0,21.5,3.9,4.1,4.0,0,0,0,5.6,5.9,5.7,57.9,50.4,54.0,72.6,56.3,64.5,8.5,9.4,8.9,66.3,52.8,59.7,44.6,40.3,42.4,69.8,53.9,61.9,8.5,9.4,8.9,62.6,49.7,56.2,7,14,21,69,100,169,3,0,3,79,114,193,48,37,85,558,377,935,5,6,11,611,420,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,37,120,3,0,3,86,37,123,0,0,0,7,4,11,0,0,0,7,4,11,0,0,0,6,12,18,0,0,0,6,12,18,0,0,0,50,93,143,3,0,3,53,93,146,0,0,0,27,61,88,3,0
LGA11000,15,16,31,947,927,1874,38,22,60,1000,965,1965,6,6,12,611,462,1073,8,0,8,625,468,1093,3,0,3,23,18,41,0,0,0,26,18,44,9,6,15,634,480,1114,8,0,8,651,486,1137,6,5,11,295,419,714,5,10,15,306,434,740,0,3,3,20,26,46,24,14,38,44,43,87,33.3,0,20.0,3.6,3.8,3.7,0,0,0,4.0,3.7,3.9,60.0,42.9,51.7,66.8,51.9,59.4,21.6,0,13.1,65.0,50.5,57.9,40.0,42.9,41.4,64.4,49.9,57.3,21.6,0,13.1,62.4,48.6,55.7,3,3,6,87,90,177,3,0,3,93,93,186,4,6,10,516,364,880,5,0,5,525,370,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,38,116,0,0,0,78,38,116,0,0,0,10,7,17,0,0,0,10,7,17,0,0,0,10,13,23,0,0,0,10,13,23,0,3,3,48,85,133,0,0,0,48,88,136,0,0,0,43,64,107,0,3
LGA11050,14,18,32,917,915,1832,32,35,67,963,968,1931,7,4,11,583,453,1036,4,3,7,594,460,1054,0,3,3,16,20,36,0,0,0,16,23,39,7,7,14,599,473,1072,4,3,7,610,483,1093,6,13,19,311,430,741,7,8,15,324,451,775,0,0,0,7,11,18,23,22,45,30,33,63,0,42.9,21.4,2.7,4.2,3.4,0,0,0,2.6,4.8,3.6,53.8,35.0,42.4,65.3,51.8,58.5,11.8,9.1,10.4,63.3,49.9,56.6,53.8,20.0,33.3,63.6,49.6,56.6,11.8,9.1,10.4,61.6,47.6,54.6,0,0,0,74,90,164,0,0,0,74,90,164,3,5,8,504,356,860,4,0,4,511,361,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,48,126,0,0,0,78,48,126,0,0,0,9,5,14,0,0,0,9,5,14,0,0,0,4,13,17,0,0,0,4,13,17,3,0,3,56,87,143,0,0,0,59,87,146,0,0,0,50,76,126,0,0
LGA11100,193,232,425,14592,15311,29903,986,897,1883,15771,16440,32211,116,118,234,9608,8395,18003,86,76,162,9810,8589,18399,10,7,17,541,456,997,4,4,8,555,467,1022,126,125,251,10149,8851,19000,90,80,170,10365,9056,19421,58,102,160,4203,6161,10364,80,103,183,4341,6366,10707,9,6,15,240,299,539,815,715,1530,1064,1020,2084,7.9,5.6,6.8,5.3,5.2,5.2,4.4,5.0,4.7,5.4,5.2,5.3,65.3,53.6,58.9,69.6,57.8,63.5,9.1,8.9,9.0,65.7,55.1,60.3,60.1,50.6,54.9,65.8,54.8,60.2,8.7,8.5,8.6,62.2,52.2,57.1,26,32,58,1232,1339,2571,9,0,9,1267,1371,2638,88,84,172,8232,6955,15187,75,67,142,8395,7106,15501,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,638,259,897,7,3,10,649,262,911,3,0,3,903,733,1636,6,7,13,912,740,1652,0,0,0,138,185,323,0,0,0,138,185,323,8,14,22,1991,2477,4468,10,6,16,2009,2497,4506,4,11,15,1158,1516,2674,12,14
LGA11150,257,312,569,674,650,1324,140,110,250,1071,1072,2143,101,123,224,515,448,963,7,6,13,623,577,1200,32,15,47,11,7,18,0,0,0,43,22,65,133,138,271,526,455,981,7,6,13,666,599,1265,107,143,250,129,178,307,5,4,9,241,325,566,18,31,49,18,18,36,129,98,227,165,147,312,24.1,10.9,17.3,2.1,1.5,1.8,0,0,0,6.5,3.7,5.1,51.6,44.2,47.5,78.2,69.9,74.1,5.0,5.6,5.2,62.1,55.9,59.0,39.1,39.4,39.3,76.5,68.8,72.7,5.0,5.6,5.2,58.1,53.9,56.0,34,47,81,123,142,265,0,0,0,157,189,346,63,71,134,387,296,683,6,3,9,456,370,826,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,52,19,71,0,3,3,55,22,77,0,3,3,10,12,22,0,0,0,10,15,25,0,0,0,0,14,14,0,0,0,0,14,14,3,17,20,58,119,177,0,3,3,61,139,200,6,9,15,50,56,106,0,0
