region_id,Med_ag_pe_In_pe_h_I_p,Me_ag_ps_N_In_ps_ot_hh,Med_age_psns_Tot,Me_p_in_wk_In_ps_hh_In_p,Me_ps_in_wk_No_In_ps_ot_hh,Med_psnl_inc_wk_Tot,Me_hh_in_wk_In_ps_hh_In_ps,Me_hh_in_wk_No_In_ps_ot_hh,Med_hhd_inc_wk_Tot,Me_mo_re_mt_In_ps_hh_In_ps,Me_mo_re_mt_No_In_ps_ot_hh,Med_mort_repay_mth_Tot,Me_re_wk_In_ps_hh_Ind_psns,Me_re_wk_No_In_psns_oth_hh,Med_rent_wk_Tot,Av_N_p_pe_be_In_ps_hh_wi_In_p,Av_Nu_ps_pe_be_No_In_ps_ot_hh,Avg_Nu_psns_per_bed_Tot,Av_hh_si_In_ps_hh_wi_Ind_psns,Avg_hh_si_No_Ind_psn_othr_hhd,Avg_household_size_Tot,P_d_n_x_b_In_ps_hh_w_In_p,P_d_n_x_b_No_In_p_oth_hh,P_d_n_x_b_Tot
LGA11200,25,43,33,303,582,370,711,976,796,542,531,542,90,25,74,1.3,1.1,1.2,3.2,2.0,2.7,15.0,3.5,9.9
LGA11250,20,45,43,355,421,414,748,790,786,813,975,953,155,150,150,1.2,1.1,1.1,3.1,2.2,2.2,10.8,1.7,2.3
LGA11300,24,35,35,469,490,490,1224,1311,1310,1734,2167,2167,300,400,400,1.3,1.3,1.3,3.1,2.8,2.8,20.3,11.1,11.1
LGA11350,23,43,42,363,479,477,842,886,885,1950,1660,1684,300,350,345,1.2,1.1,1.1,3.0,2.4,2.4,8.4,3.2,3.3
LGA11400,19,42,42,323,527,522,943,1043,1039,1300,1391,1391,160,135,137,1.2,1.1,1.1,3.5,2.6,2.6,6.2,2.0,2.1
LGA11450,19,34,34,597,692,690,1796,1725,1727,2500,2167,2167,350,360,360,1.1,1.1,1.1,3.5,3.0,3.0,5.5,1.9,2.0
LGA11500,18,34,33,391,553,549,1008,1262,1251,1872,1800,1800,225,265,260,1.2,1.1,1.1,3.4,2.9,2.9,10.0,5.1,5.4
LGA11520,27,37,37,685,782,782,1625,1818,1817,3000,2600,2600,420,480,480,1.2,1.2,1.2,2.7,2.5,2.5,7.9,4.6,4.6
LGA11550,27,36,35,475,430,430,1049,1029,1029,1950,2000,2000,300,300,300,1.2,1.3,1.3,2.8,2.8,2.8,10.6,11.6,11.6
LGA11600,21,41,40,345,539,524,754,968,946,542,975,867,140,58,80,1.1,1.1,1.1,2.9,2.4,2.5,3.6,2.1,2.2
LGA11700,26,46,38,308,492,388,753,828,793,585,270,300,100,10,65,1.3,1.1,1.1,3.3,2.0,2.4,16.2,2.7,6.9
LGA11720,20,38,37,386,476,472,1082,1038,1041,1473,1517,1517,230,230,230,1.2,1.1,1.1,3.3,2.5,2.6,11.9,3.1,3.6
LGA11730,20,47,46,331,401,396,773,768,768,1400,1300,1300,200,210,210,1.2,1.1,1.1,3.2,2.3,2.4,10.4,2.4,2.9
LGA11750,22,37,35,371,614,582,1130,1293,1263,1192,1307,1300,135,143,140,1.1,1.1,1.1,3.0,2.3,2.4,6.6,1.6,2.3
LGA11800,20,43,42,368,473,469,869,903,902,1733,1561,1569,250,255,250,1.2,1.1,1.1,3.1,2.4,2.4,9.4,2.3,2.6
LGA11860,27,41,41,350,479,475,1291,936,939,1018,1100,1059,50,0,0,1.0,1.1,1.1,4.8,2.7,2.7,0,0,0
LGA12000,15,43,43,378,452,450,1115,843,852,867,1170,1127,155,110,120,1.2,1.1,1.1,3.6,2.5,2.6,0,1.9,1.9
LGA12050,24,43,43,371,538,534,838,947,943,1517,1300,1300,180,180,180,1.1,1.1,1.1,3.3,2.3,2.3,9.5,1.6,1.8
LGA12150,23,47,41,353,485,438,741,834,803,867,810,832,130,80,120,1.2,1.1,1.1,3.0,2.2,2.4,7.2,1.6,3.2
LGA12200,24,47,47,340,430,425,768,769,769,889,1083,1083,142,150,150,1.1,1.1,1.1,3.1,2.2,2.3,3.5,1.1,1.2
LGA12300,17,47,47,345,471,469,587,877,872,997,1300,1300,198,180,180,1.2,1.1,1.1,2.9,2.3,2.3,5.6,1.0,1.1
LGA12350,21,46,45,326,420,412,758,788,785,1213,1092,1096,155,152,155,1.2,1.1,1.1,2.8,2.3,2.3,7.1,1.8,2.2
LGA12500,18,45,44,333,487,479,570,869,857,975,1083,1083,135,150,150,1.1,1.0,1.0,2.9,2.2,2.3,7.8,0.8,1.1
