region_id,Negative_Nil_income_M,Negative_Nil_income_F,Negative_Nil_income_P,PI1_199_M,PI1_199_F,PI1_199_P,PI200_299_M,PI200_299_F,PI200_299_P,PI300_399_M,PI300_399_F,PI300_399_P,PI400_599_M,PI400_599_F,PI400_599_P,PI600_799_M,PI600_799_F,PI600_799_P,PI800_999_M,PI800_999_F,PI800_999_P,PI1000_more_M,PI1000_more_F,PI1000_more_P,Personal_income_nsM,Personal_income_nsF,Personal_income_nsP,Tot_M,Tot_F,Tot_P
IARE104006,11,23,34,16,14,30,21,22,43,14,37,51,21,28,49,22,18,40,9,5,14,22,11,33,16,5,21,152,163,315
IARE104007,153,116,269,125,152,277,122,165,287,116,183,299,119,191,310,116,132,248,98,61,159,225,133,358,82,72,154,1156,1205,2361
IARE104008,38,37,75,59,65,124,68,78,146,55,88,143,52,79,131,45,43,88,23,18,41,51,20,71,32,22,54,423,450,873
IARE104009,77,57,134,94,85,179,176,175,351,161,223,384,93,151,244,49,82,131,28,41,69,57,53,110,245,103,348,980,970,1950
IARE104010,11,14,25,20,27,47,43,25,68,24,25,49,11,25,36,22,20,42,4,3,7,7,3,10,23,19,42,165,161,326
IARE104011,147,167,314,178,215,393,231,281,512,143,249,392,194,326,520,165,202,367,123,118,241,356,147,503,132,118,250,1669,1823,3492
IARE104012,35,43,78,78,78,156,97,110,207,73,102,175,47,103,150,52,52,104,32,34,66,49,67,116,58,57,115,521,646,1167
IARE104013,39,71,110,84,93,177,89,113,202,72,103,175,52,133,185,56,89,145,53,49,102,147,67,214,48,49,97,640,767,1407
IARE104014,118,81,199,128,140,268,205,208,413,131,214,345,136,238,374,118,139,257,107,107,214,271,153,424,101,97,198,1315,1377,2692
IARE104015,72,50,122,77,98,175,117,117,234,85,124,209,81,148,229,78,80,158,51,39,90,91,59,150,58,41,99,710,756,1466
IARE104016,76,76,152,73,95,168,90,113,203,80,110,190,77,138,215,75,83,158,46,34,80,120,66,186,42,34,76,679,749,1428
IARE104017,33,41,74,46,60,106,87,68,155,54,76,130,40,66,106,36,55,91,28,13,41,27,31,58,70,64,134,421,474,895
IARE104018,26,42,68,16,28,44,26,28,54,16,38,54,20,40,60,28,23,51,19,10,29,91,25,116,20,22,42,262,256,518
IARE104019,56,64,120,106,112,218,160,183,343,108,128,236,69,126,195,63,60,123,27,30,57,55,35,90,44,68,112,688,806,1494
IARE104020,92,78,170,99,109,208,130,135,265,113,139,252,100,172,272,93,105,198,64,47,111,124,97,221,89,50,139,904,932,1836
IARE104021,163,141,304,180,229,409,218,234,452,140,249,389,157,314,471,176,216,392,140,109,249,269,168,437,128,107,235,1571,1767,3338
IARE105001,35,34,69,35,36,71,35,47,82,42,46,88,30,63,93,26,38,64,31,20,51,43,27,70,31,41,72,308,352,660
IARE105002,28,26,54,32,39,71,52,55,107,47,52,99,32,61,93,27,27,54,4,13,17,17,17,34,22,20,42,261,310,571
IARE105003,54,40,94,51,66,117,68,87,155,44,64,108,36,65,101,37,51,88,34,20,54,60,46,106,179,36,215,563,475,1038
IARE105004,27,26,53,25,21,46,19,21,40,11,23,34,14,15,29,23,19,42,13,7,20,20,20,40,6,13,19,158,165,323
IARE105005,17,12,29,9,15,24,16,20,36,14,28,42,15,24,39,24,14,38,17,6,23,14,3,17,8,5,13,134,127,261
IARE105006,19,13,32,16,26,42,21,23,44,14,31,45,10,24,34,22,9,31,9,4,13,18,11,29,16,14,30,145,155,300
IARE105007,18,9,27,9,28,37,31,30,61,20,13,33,19,23,42,21,17,38,10,8,18,20,15,35,13,5,18,161,148,309
IARE105008,6,12,18,10,10,20,14,31,45,13,16,29,7,15,22,13,13,26,3,5,8,12,6,18,5,0,5,83,108,191
IARE105009,24,20,44,32,36,68,48,47,95,30,39,69,25,43,68,31,27,58,10,7,17,17,20,37,53,25,78,270,264,534
IARE105010,9,18,27,12,17,29,41,24,65,37,27,64,10,28,38,7,21,28,12,10,22,13,5,18,23,17,40,164,167,331
IARE105011,15,19,34,40,40,80,38,45,83,26,55,81,25,42,67,40,37,77,16,10,26,38,13,51,15,20,35,253,281,534
IARE105012,36,47,83,45,60,105,76,94,170,53,100,153,49,79,128,58,47,105,55,32,87,49,39,88,60,40,100,481,538,1019
IARE105013,16,11,27,12,15,27,20,36,56,18,22,40,12,19,31,21,16,37,8,4,12,15,7,22,197,7,204,319,137,456
IARE105014,42,28,70,19,29,48,59,59,118,47,70,117,41,60,101,31,31,62,15,15,30,34,23,57,35,44,79,323,359,682
IARE105015,29,29,58,35,42,77,43,50,93,40,51,91,27,61,88,30,26,56,14,13,27,66,17,83,93,19,112,377,308,685
IARE105016,40,25,65,33,45,78,46,49,95,27,50,77,30,45,75,28,25,53,19,14,33,71,12,83,24,13,37,318,278,596
IARE105017,15,12,27,9,16,25,22,29,51,25,31,56,16,30,46,27,23,50,15,10,25,19,10,29,25,11,36,173,172,345
IARE105018,65,55,120,65,76,141,75,79,154,58,97,155,70,117,187,52,55,107,32,43,75,81,51,132,68,72,140,566,645,1211
IARE105019,10,16,26,19,15,34,23,29,52,13,36,49,11,31,42,20,16,36,7,3,10,14,12,26,8,17,25,125,175,300
IARE105020,16,10,26,12,23,35,30,22,52,23,27,50,19,20,39,17,14,31,8,3,11,21,17,38,23,12,35,169,148,317
IARE105021,89,62,151,80,100,180,118,128,246,69,133,202,87,150,237,102,88,190,70,57,127,115,89,204,65,60,125,795,867,1662
IARE105022,8,12,20,10,16,26,21,25,46,14,20,34,13,19,32,8,8,16,3,4,7,13,0,13,14,12,26,104,116,220
IARE106001,25,18,43,44,30,74,49,53,102,39,45,84,25,51,76,18,16,34,19,11,30,28,18,46,21,35,56,268,277,545
IARE106002,38,45,83,88,62,150,117,129,246,76,85,161,54,97,151,36,52,88,29,23,52,39,48,87,57,59,116,534,600,1134
IARE106003,130,124,254,169,157,326,232,226,458,157,214,371,122,214,336,151,121,272,82,72,154,131,118,249,167,86,253,1341,1332,2673
IARE106004,51,40,91,43,57,100,50,68,118,38,61,99,43,84,127,51,70,121,45,44,89,137,133,270,68,26,94,526,583,1109
IARE106005,72,68,140,69,64,133,62,95,157,58,83,141,61,100,161,66,61,127,50,27,77,116,74,190,125,63,188,679,635,1314
IARE107001,7,14,21,7,7,14,12,12,24,3,9,12,10,10,20,8,9,17,7,6,13,19,18,37,156,63,219,229,148,377
IARE107002,24,31,55,20,17,37,16,19,35,16,25,41,8,37,45,12,23,35,15,20,35,82,55,137,6,11,17,199,238,437
IARE107003,279,259,538,250,286,536,345,416,761,241,384,625,219,389,608,211,278,489,180,139,319,311,236,547,344,199,543,2380,2586,4966
IARE107004,41,48,89,44,49,93,51,56,107,36,68,104,39,82,121,42,44,86,37,35,72,111,58,169,15,20,35,416,460,876
IARE107005,13,21,34,15,22,37,19,26,45,25,28,53,25,36,61,25,27,52,15,17,32,46,42,88,10,14,24,193,233,426
IARE107006,46,32,78,23,42,65,22,41,63,21,29,50,20,46,66,35,44,79,37,24,61,116,66,182,16,23,39,336,347,683
IARE107007,134,140,274,137,208,345,135,238,373,119,226,345,103,236,339,153,175,328,127,103,230,200,182,382,101,98,199,1209,1606,2815
IARE107008,87,76,163,73,69,142,73,112,185,66,129,195,65,119,184,65,104,169,57,62,119,146,110,256,61,55,116,693,836,1529
IARE107009,45,46,91,37,47,84,66,71,137,54,69,123,33,65,98,46,49,95,41,32,73,59,40,99,45,36,81,426,455,881
IARE107010,68,50,118,27,73,100,66,63,129,46,57,103,42,80,122,53,51,104,54,42,96,96,58,154,22,41,63,474,515,989
IARE107011,23,29,52,15,25,40,40,31,71,32,48,80,18,50,68,28,32,60,25,25,50,55,35,90,24,24,48,260,299,559
IARE107012,21,38,59,23,32,55,12,35,47,6,20,26,18,27,45,18,29,47,16,20,36,84,53,137,17,22,39,215,276,491
IARE107013,21,12,33,8,7,15,9,11,20,13,21,34,16,24,40,18,18,36,13,11,24,44,31,75,5,14,19,147,149,296
IARE107014,26,23,49,11,28,39,16,29,45,14,41,55,27,37,64,26,26,52,20,21,41,61,35,96,18,13,31,219,253,472
IARE107015,69,84,153,70,81,151,84,91,175,63,86,149,68,112,180,62,62,124,46,39,85,133,68,201,56,72,128,651,695,1346
IARE107016,10,12,22,14,19,33,29,22,51,17,54,71,13,26,39,15,24,39,19,11,30,42,47,89,11,10,21,170,225,395
IARE107017,85,88,173,87,121,208,88,118,206,70,133,203,73,139,212,78,89,167,76,65,141,133,100,233,73,73,146,763,926,1689
IARE107018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3
IARE107019,34,33,67,28,41,69,48,54,102,40,51,91,25,63,88,43,55,98,37,29,66,88,120,208,25,31,56,368,477,845
IARE107020,35,43,78,20,30,50,25,34,59,18,28,46,28,43,71,32,39,71,38,21,59,125,80,205,21,20,41,342,338,680
IARE107021,43,29,72,38,44,82,66,65,131,62,69,131,47,71,118,50,47,97,32,40,72,83,75,158,123,34,157,544,474,1018
IARE107022,161,170,331,151,193,344,153,201,354,125,211,336,134,261,395,176,211,387,165,142,307,374,254,628,207,183,390,1646,1826,3472
IARE107023,49,36,85,46,55,101,66,95,161,48,99,147,49,84,133,52,67,119,41,42,83,116,114,230,224,57,281,691,649,1340
IARE107024,16,23,39,17,13,30,19,18,37,6,19,25,15,26,41,27,20,47,18,21,39,62,48,110,16,11,27,196,199,395
IARE107025,62,46,108,54,77,131,58,70,128,43,55,98,57,81,138,62,74,136,53,45,98,210,110,320,35,37,72,634,595,1229
IARE107026,42,54,96,95,100,195,160,131,291,99,129,228,67,97,164,66,72,138,61,49,110,198,157,355,79,69,148,867,858,1725
IARE107027,21,27,48,28,18,46,29,30,59,24,30,54,21,34,55,36,19,55,24,31,55,73,81,154,10,15,25,266,285,551
IARE107028,15,13,28,3,6,9,11,11,22,5,11,16,13,16,29,14,15,29,19,18,37,56,56,112,14,8,22,150,154,304
IARE107029,27,36,63,21,48,69,23,32,55,28,38,66,34,48,82,31,35,66,34,23,57,72,46,118,24,16,40,294,322,616
IARE107030,126,131,257,143,174,317,211,232,443,131,211,342,126,237,363,135,147,282,84,69,153,251,142,393,93,88,181,1300,1431,2731
IARE107031,21,15,36,6,15,21,8,0,8,7,12,19,14,14,28,11,14,25,11,9,20,59,50,109,4,8,12,141,137,278
IARE194994,28,24,52,66,43,109,116,72,188,87,61,148,23,46,69,20,12,32,13,3,16,18,5,23,67,38,105,438,304,742
IARE197997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
