region_id,F_IS_NS_25_34_PD_GD_GCL,F_IS_NS_25_34_BDL,F_IS_NS_25_34_ADip_DipL,F_IS_NS_25_34_CL_nfd,F_IS_NS_25_34_Crt_III_an_IV_L,F_IS_NS_25_34_Ct_I_II,F_IS_NS_25_34_LoE_NS,F_IS_NS_25_34_Tot,F_IS_NS_35_44_PD_GD_GCL,F_IS_NS_35_44_BDL,F_IS_NS_35_44_ADip_DipL,F_IS_NS_35_44_CL_nfd,F_IS_NS_35_44_Crt_III_an_IV_L,F_IS_NS_35_44_Ct_I_II,F_IS_NS_35_44_LoE_NS,F_IS_NS_35_44_Tot,F_IS_NS_45_54_PD_GD_GCL,F_IS_NS_45_54_BDL,F_IS_NS_45_54_ADip_DipL,F_IS_NS_45_54_CL_nfd,F_IS_NS_45_54_Crt_III_an_IV_L,F_IS_NS_45_54_Ct_I_II,F_IS_NS_45_54_Lev_of_ed_NS,F_IS_NS_45_54_Tot,F_IS_NS_55_64_PgDe_GdDp_GdC,F_IS_NS_55_64_BachelDegre_L,F_IS_NS_55_64_ADip_DipL,F_IS_NS_55_64_Certi_Level_nfd,F_IS_NS_55_64_Crt_III_and_IV,F_IS_NS_55_64_Crt_I_and_II,F_IS_NS_55_64_Lev_of_ed_NS,F_IS_NS_55_64_Tot,F_IS_NS_65ov_PtgDe_GdDp_GdCt,F_IS_NS_65ov_BDL,F_IS_NS_65ov_AdDip_and_DipL,F_IS_NS_65ov_CL_nfd,F_IS_NS_65ov_Ct_III_IV,F_IS_NS_65ov_Ct_I_II,F_IS_NS_65ov_Lev_of_ed_NS,F_IS_NS_65ov_Tot,F_IS_NS_Tot_PgDe_GdDp_GdCtL,F_IS_NS_Tot_BDL,F_IS_NS_Tot_ADip_DipL,F_IS_NS_Tot_CL_nfd,F_IS_NS_Tot_Ct_III_and_IV_L,F_IS_NS_Tot_Ct_I_and_II_L,F_IS_NS_Tot_Lev_of_ed_NS,F_IS_NS_Tot_Tot,F_T_15_19_PD_GD_GCL,F_T_15_19_BDL,F_T_15_19_ADip_DipL,F_T_15_19_CL_nfd,F_T_15_19_Ct_III_IV,F_T_15_19_Ct_I_II,F_T_15_19_LoE_NS,F_T_15_19_Tot,F_T_20_24_PD_GD_GCL,F_T_20_24_BDL,F_T_20_24_ADip_DipL,F_T_20_24_CL_nfd,F_T_20_24_Ct_III_IV,F_T_20_24_Ct_I_II,F_T_20_24_LoE_NS,F_T_20_24_Tot,F_T_25_34_PD_GD_GCL,F_T_25_34_BDL,F_T_25_34_ADip_DipL,F_T_25_34_CL_nfd,F_T_25_34_Ct_III_IV,F_T_25_34_Ct_I_II,F_T_25_34_LoE_NS,F_T_25_34_Tot,F_T_35_44_PD_GD_GCL,F_T_35_44_BDL,F_T_35_44_ADip_DipL,F_T_35_44_CL_nfd,F_T_35_44_Ct_III_IV,F_T_35_44_Ct_I_II,F_T_35_44_LoE_NS,F_T_35_44_Tot,F_T_45_54_PD_GD_GCL,F_T_45_54_BDL,F_T_45_54_ADip_DipL,F_T_45_54_CL_nfd,F_T_45_54_Ct_III_IV,F_T_45_54_Ct_I_II,F_T_45_54_LoE_NS,F_T_45_54_Tot,F_T_55_64_PD_GD_GCL,F_T_55_64_BDL,F_T_55_64_ADip_DipL,F_T_55_64_CL_nfd,F_T_55_64_Ct_III_IV,F_T_55_64_Ct_I_II,F_T_55_64_LoE_NS,F_T_55_64_Tot,F_T_65ov_PtgdDe_GdDp_GdCt,F_T_65ov_BDL,F_T_65ov_ADip_DipL,F_T_65ov_CL_nfd,F_T_65ov_Ct_III_IV,F_T_65ov_Ct_I_II,F_T_65ov_LoE_NS,F_T_65ov_Tot,F_T_Tot_PD_GD_GCL,F_T_Tot_BDL,F_T_Tot_ADip_DipL,F_T_Tot_CL_nfd,F_T_Tot_Ct_III_IV,F_T_Tot_Ct_I_II,F_T_Tot_LoE_NS,F_T_Tot_Tot,P_Ind_15_19_PD_GD_GCL,P_Ind_15_19_BDL,P_Ind_15_19_ADip_DipL,P_Ind_15_19_CL_nfd,P_Ind_15_19_Ct_III_IV,P_Ind_15_19_Ct_I_II,P_Ind_15_19_LoE_NS,P_Ind_15_19_Tot,P_Ind_20_24_PD_GD_GCL,P_Ind_20_24_BDL,P_Ind_20_24_ADip_DipL,P_Ind_20_24_CL_nfd,P_Ind_20_24_Ct_III_IV,P_Ind_20_24_Ct_I_II,P_Ind_20_24_LoE_NS,P_Ind_20_24_Tot,P_Ind_25_34_PD_GD_GCL,P_Ind_25_34_BDL,P_Ind_25_34_ADip_DipL,P_Ind_25_34_CL_nfd,P_Ind_25_34_Ct_III_IV,P_Ind_25_34_Ct_I_II,P_Ind_25_34_LoE_NS,P_Ind_25_34_Tot,P_Ind_35_44_PD_GD_GCL,P_Ind_35_44_BDL,P_Ind_35_44_ADip_DipL,P_Ind_35_44_CL_nfd,P_Ind_35_44_Ct_III_IV,P_Ind_35_44_Ct_I_II,P_Ind_35_44_LoE_NS,P_Ind_35_44_Tot,P_Ind_45_54_PD_GD_GCL,P_Ind_45_54_BDL,P_Ind_45_54_ADip_DipL,P_Ind_45_54_CL_nfd,P_Ind_45_54_Ct_III_IV,P_Ind_45_54_Ct_I_II,P_Ind_45_54_LoE_NS,P_Ind_45_54_Tot,P_Ind_55_64_PD_GD_GCL,P_Ind_55_64_BDL,P_Ind_55_64_ADip_DipL,P_Ind_55_64_CL_nfd,P_Ind_55_64_Ct_III_IV,P_Ind_55_64_Ct_I_II,P_Ind_55_64_LoE_NS,P_Ind_55_64_Tot,P_Ind_65ov_PtgdDe_GdDp_GdCt,P_Ind_65ov_BDL,P_Ind_65ov_ADip_DipL,P_Ind_65ov_CL_nfd,P_Ind_65ov_Ct_III_IV,P_Ind_65ov_Ct_I_II,P_Ind_65ov_LoE_NS,P_Ind_65ov_Tot,P_Ind_Tot_PD_GD_GCL,P_Ind_Tot_BDL,P_Ind_Tot_ADip_DipL,P_Ind_Tot_CL_nfd,P_Ind_Tot_Ct_III_IV,P_Ind_Tot_Ct_I_II,P_Ind_Tot_LoE_NS,P_Ind_Tot_Tot,P_NonI_15_19_PtgdDe_GdDp_GdCt,P_NonI_15_19_BDL,P_NonI_15_19_ADip_DipL,P_NonI_15_19_CL_nfd,P_NonI_15_19_Ct_III_IV,P_NonI_15_19_Ct_I_II,P_NonI_15_19_LoE_NS,P_NonI_15_19_Tot,P_NonI_20_24_PtgdDe_GdDp_GdCt,P_NonI_20_24_BDL,P_NonI_20_24_ADip_DipL,P_NonI_20_24_CL_nfd,P_NonI_20_24_Ct_III_IV,P_NonI_20_24_Ct_I_II,P_NonI_20_24_LoE_NS,P_NonI_20_24_Tot,P_NonI_25_34_PtgdDe_GdDp_GdCt,P_NonI_25_34_BDL,P_NonI_25_34_ADip_DipL,P_NonI_25_34_CL_nfd,P_NonI_25_34_Ct_III_IV,P_NonI_25_34_Ct_I_II,P_NonI_25_34_LoE_NS,P_NonI_25_34_Tot
IARE107004,0,6,3,0,0,0,117,126,0,4,3,0,5,0,190,202,4,7,3,0,6,0,251,271,0,5,6,0,0,0,200,211,3,4,6,5,7,0,299,324,7,26,24,5,22,0,1218,1302,0,3,17,16,90,31,210,367,25,211,170,39,337,40,124,946,270,1016,408,53,645,95,206,2693,593,1516,773,136,607,97,388,4110,759,1288,886,224,693,110,557,4517,731,1057,815,233,417,84,654,3991,265,712,727,188,271,49,1297,3509,2643,5803,3796,889,3060,506,3436,20133,0,0,0,0,6,6,15,27,0,0,7,0,31,3,11,52,3,14,11,0,49,4,7,88,9,16,20,3,35,6,8,97,11,18,29,3,27,3,15,106,5,9,8,3,19,0,9,53,4,10,3,0,6,0,0,23,32,67,78,9,173,22,65,446,0,3,29,22,171,55,232,512,39,363,246,54,791,81,106,1680,398,1573,691,105,1632,146,204,4749
IARE107005,0,0,3,0,3,0,159,165,5,0,3,0,5,0,142,155,0,0,5,3,0,0,104,112,0,0,3,0,0,0,103,106,0,3,3,0,5,0,152,163,8,3,17,6,13,0,756,803,0,3,13,4,32,12,118,182,30,209,131,18,103,20,118,629,398,954,390,40,299,38,293,2412,274,699,436,82,256,54,317,2118,141,360,285,73,196,34,301,1390,65,177,164,59,115,18,324,922,14,94,126,42,108,12,660,1056,922,2496,1545,318,1109,188,2131,8709,0,0,0,0,4,0,11,15,0,0,5,0,5,0,4,14,0,8,0,0,18,6,6,38,0,11,7,0,9,0,7,34,0,0,6,0,12,0,9,27,0,3,0,4,6,0,7,20,0,0,0,0,0,0,11,11,0,22,18,4,54,6,55,159,0,3,19,4,54,15,143,238,46,363,224,28,262,34,125,1082,782,1660,724,81,761,54,265,4327
IARE107006,3,3,0,0,5,4,92,107,0,0,3,0,0,0,112,115,3,5,3,0,0,0,97,108,0,0,3,0,0,0,94,97,0,3,3,0,0,0,95,101,6,14,12,0,5,4,589,630,0,3,26,15,82,23,186,335,35,207,190,43,336,58,106,975,214,948,559,107,634,110,223,2795,237,827,681,149,607,110,366,2977,177,406,465,153,426,80,352,2059,128,226,286,98,220,44,344,1346,37,114,152,45,90,12,560,1010,828,2731,2359,610,2395,437,2137,11497,0,0,4,0,7,0,11,22,0,0,7,0,23,0,4,34,4,14,16,4,39,3,0,80,6,16,9,6,32,4,7,80,3,7,6,6,19,3,9,53,0,3,5,0,10,0,7,25,0,0,0,0,6,0,10,16,13,40,47,16,136,10,48,310,0,3,28,23,151,41,263,509,42,343,264,57,815,79,97,1697,299,1365,866,138,1961,144,247,5020
IARE107007,0,7,8,0,11,0,402,428,5,11,4,0,7,0,357,384,0,3,4,0,10,0,384,401,0,3,3,5,4,3,308,326,3,0,5,0,7,0,288,303,8,27,30,5,49,3,2201,2323,4,6,51,38,238,95,622,1054,83,581,461,97,881,173,508,2784,547,1821,1155,249,1580,306,935,6593,439,1361,1024,310,1268,207,1026,5635,382,961,1026,323,1108,221,1191,5212,234,648,686,267,602,135,1186,3758,58,245,286,100,229,39,1635,2592,1747,5623,4689,1384,5906,1176,7103,27628,0,0,0,3,34,8,58,103,0,7,10,4,70,21,25,137,5,33,27,13,124,16,36,254,7,20,34,10,83,18,44,216,10,14,34,7,51,4,42,162,7,3,12,3,22,4,35,86,0,4,6,0,4,0,24,38,29,81,123,40,388,71,264,996,4,14,76,49,444,147,794,1528,112,919,721,148,1919,254,508,4581,886,2932,1931,344,4037,435,986,11551
IARE107008,10,42,21,4,18,4,1137,1236,10,23,21,3,12,3,982,1054,3,9,4,3,12,7,878,916,3,6,10,0,12,0,659,690,3,3,5,3,12,3,1108,1137,29,105,71,13,86,20,5659,5983,0,22,131,40,306,101,1125,1725,206,1732,1214,154,1074,166,1079,5625,1981,5709,2896,402,2228,457,2369,16042,1302,3852,2906,665,1888,441,2580,13634,863,2274,2006,630,1533,381,2499,10186,437,1207,1067,396,767,172,2123,6169,153,596,658,274,562,66,4770,7079,4942,15392,10878,2561,8358,1784,16545,60460,0,0,0,0,12,4,15,31,0,11,8,0,30,3,20,72,6,20,24,3,56,6,25,140,10,25,20,5,46,0,24,130,15,10,21,9,37,3,36,131,0,7,6,6,23,4,24,70,0,5,6,0,14,0,35,60,31,78,85,23,218,20,179,634,0,42,193,61,612,169,1461,2538,311,2844,2154,251,2444,281,1274,9559,3802,10141,5337,606,5871,663,2553,28973
IARE107009,4,15,20,3,12,3,352,409,0,9,12,0,11,0,420,452,0,4,8,0,11,3,380,406,0,5,7,0,11,0,308,331,0,0,3,0,16,3,450,472,7,42,56,6,73,12,2280,2476,3,15,106,19,156,69,693,1061,115,1026,767,115,706,117,536,3382,422,2414,1445,253,1383,306,1097,7320,234,1282,1265,363,1143,284,1427,5998,156,818,928,336,1000,234,1397,4869,137,583,520,168,515,108,1230,3261,38,203,242,84,251,28,2106,2952,1105,6341,5273,1338,5154,1146,8486,28843,0,0,3,3,10,3,16,35,0,0,4,6,25,3,5,43,3,7,3,3,40,3,17,76,0,6,5,3,27,7,24,72,6,6,6,0,20,3,24,65,0,0,0,3,16,0,11,30,0,0,4,0,0,0,18,22,9,19,25,18,138,19,115,343,3,22,141,39,365,112,1058,1740,156,1679,1286,173,1615,218,759,5886,714,4125,2570,390,3257,472,1482,13010
IARE107010,0,4,3,0,3,0,111,121,0,7,5,0,4,3,174,193,0,3,0,3,5,0,165,176,0,3,0,0,4,3,134,144,3,0,3,0,3,0,178,187,3,17,14,3,25,6,911,979,0,0,26,22,110,53,231,442,26,189,192,58,457,73,167,1162,136,667,419,102,745,125,234,2428,186,649,612,158,642,103,408,2758,223,540,543,149,552,92,460,2559,187,357,371,100,271,52,439,1777,79,202,231,81,130,14,811,1548,837,2604,2394,670,2907,512,2750,12674,0,0,0,4,13,6,18,41,0,7,3,3,23,6,13,55,0,10,9,3,46,3,18,89,3,0,22,10,37,3,10,85,0,9,13,3,37,6,15,83,5,6,3,3,7,0,8,32,0,3,0,3,3,0,7,16,8,35,50,29,166,24,89,401,0,0,32,24,215,73,274,618,36,306,274,81,1147,105,159,2108,210,918,661,132,2118,176,249,4464
IARE107011,8,19,5,0,4,0,374,410,3,7,3,3,3,4,306,329,0,7,8,3,6,0,227,251,0,6,0,0,5,0,181,192,0,0,4,0,3,0,344,351,11,45,20,11,28,4,1671,1790,4,12,34,7,89,30,276,452,76,516,355,56,381,63,327,1774,1101,2372,1038,147,853,169,760,6440,517,1449,910,204,648,114,697,4539,274,781,619,199,495,105,670,3143,138,361,349,131,274,53,643,1949,44,201,221,74,141,17,1406,2104,2154,5692,3526,818,2881,551,4779,20401,0,0,0,0,5,0,12,17,0,4,6,0,17,3,7,37,3,4,4,0,21,0,10,42,3,6,11,0,13,0,12,45,6,10,6,3,13,3,7,48,3,4,6,0,9,0,12,34,0,0,3,3,6,0,8,20,15,28,36,6,84,6,68,243,4,18,49,21,174,49,408,723,109,848,674,99,881,95,367,3073,2186,3993,1919,234,2173,237,799,11541
IARE107012,17,21,10,3,3,0,343,397,8,19,0,3,6,3,442,481,14,28,26,3,7,0,448,526,12,16,10,4,4,0,356,402,5,22,28,3,9,0,830,897,56,119,77,16,33,3,2802,3106,0,8,61,33,140,58,575,875,136,1955,644,83,571,82,342,3813,2146,5476,1369,135,851,123,656,10756,3433,7431,2823,454,1164,209,1131,16645,3319,6646,3389,595,1214,245,1521,16929,1995,3735,2665,582,749,200,1477,11403,1052,2691,2882,796,674,194,4480,12769,12081,27942,13833,2678,5363,1111,10182,73190,0,0,0,0,6,3,6,15,0,0,0,3,17,0,4,24,3,14,15,0,23,0,5,60,7,27,13,0,15,0,8,70,9,15,8,3,9,3,6,53,4,9,3,6,10,0,0,32,0,8,3,0,8,0,7,26,23,73,42,12,88,6,36,280,0,21,91,56,265,99,824,1356,233,3493,1146,154,1389,152,370,6937,3793,9597,2510,244,2468,204,659,19475
IARE107013,5,7,3,3,3,3,341,365,5,11,3,0,6,3,235,263,3,9,8,3,0,0,230,253,3,3,6,3,3,3,176,197,3,8,6,3,4,0,409,433,22,43,32,12,16,9,1728,1862,0,12,35,12,69,22,245,395,131,1179,527,31,247,52,417,2584,1832,3668,911,102,549,89,601,7752,1430,3019,1255,206,551,97,568,7126,993,1903,1075,258,551,127,708,5615,624,1045,813,241,330,74,721,3848,295,776,806,252,292,51,2067,4539,5305,11602,5422,1102,2589,512,5327,31859,0,0,0,0,0,0,5,5,0,3,4,0,14,0,0,21,3,10,3,0,8,0,3,27,10,6,8,0,8,3,0,35,3,4,7,0,3,0,7,24,3,6,0,3,8,0,3,23,0,3,3,0,3,0,6,15,19,32,25,3,44,3,24,150,0,19,68,16,121,37,314,575,212,2014,959,62,617,75,329,4268,3330,6611,1808,168,1520,143,515,14095
IARE107014,12,19,4,0,3,0,335,373,3,11,5,0,3,0,260,282,3,8,7,3,7,0,268,296,6,6,7,4,6,0,218,247,0,0,3,4,3,0,342,352,24,49,29,11,28,0,1658,1799,0,8,40,7,98,29,319,501,153,1114,513,58,417,70,357,2682,1785,3711,1152,104,779,120,711,8362,1103,2514,1591,255,784,144,772,7163,688,1800,1348,337,703,162,907,5945,419,942,841,222,416,102,882,3824,146,520,626,246,355,43,1906,3842,4294,10609,6111,1229,3552,670,5854,32319,0,0,3,0,0,3,9,15,0,3,3,3,6,0,12,27,0,11,6,0,23,3,0,43,6,3,15,0,18,0,7,49,3,7,9,0,17,0,3,39,6,9,6,0,3,0,4,28,4,0,0,4,5,0,7,20,19,33,42,7,72,6,42,221,0,15,61,16,195,43,452,782,241,1883,986,95,955,109,455,4724,3359,6341,2274,190,2047,192,780,15183
IARE107015,3,3,0,0,7,0,104,117,3,4,3,0,4,0,92,106,0,4,3,3,8,0,139,157,0,0,0,4,4,0,108,116,0,0,0,0,5,0,221,226,6,11,6,7,35,0,787,852,3,3,25,15,137,66,267,516,17,205,206,63,527,74,161,1253,195,788,510,130,1003,136,259,3021,233,842,715,221,992,137,402,3542,301,672,707,262,878,148,569,3537,273,484,541,183,405,72,592,2550,87,257,359,154,231,48,1301,2437,1109,3251,3063,1028,4173,681,3551,16856,0,0,0,3,14,3,29,49,0,3,9,3,33,3,13,64,0,19,17,7,57,3,19,122,3,14,24,3,48,3,37,132,4,11,20,0,45,6,21,107,7,4,8,4,13,0,17,53,0,3,0,0,5,3,19,30,14,54,78,20,215,21,155,557,3,3,36,22,243,91,397,795,23,309,321,89,1136,121,192,2191,292,1154,832,173,2553,193,307,5504
IARE107016,0,8,0,0,3,0,229,240,3,3,3,0,3,0,247,259,3,3,0,3,3,0,168,180,3,0,0,0,0,0,146,149,3,3,3,0,3,0,179,191,12,17,9,3,12,0,1078,1131,0,4,6,5,20,3,62,100,47,413,110,12,116,29,105,832,861,2551,553,50,302,45,335,4697,1166,2099,679,100,271,47,391,4753,809,1002,457,78,178,28,338,2890,680,670,370,65,140,14,325,2264,230,296,232,37,71,16,616,1498,3793,7035,2407,347,1098,182,2172,17034,0,0,0,0,3,3,3,9,0,3,6,3,6,3,0,21,7,19,7,3,7,0,6,49,6,12,7,0,4,3,9,41,3,4,6,0,12,0,6,31,0,3,3,0,3,0,10,19,0,0,0,0,0,0,8,8,16,41,29,6,35,9,42,178,0,4,10,5,33,5,78,135,68,622,194,20,232,30,62,1228,1424,4213,970,87,763,75,233,7765
IARE107017,0,14,10,4,13,0,692,733,0,12,10,3,11,3,560,599,0,13,10,3,8,4,535,573,0,4,8,0,7,3,391,413,0,8,6,0,4,3,535,556,0,56,56,10,51,16,3276,3465,0,8,73,38,203,79,778,1179,107,789,645,97,708,137,597,3080,703,2693,1652,282,1659,359,1409,8757,531,1985,1718,419,1463,341,1449,7906,356,1254,1058,336,1088,238,1531,5861,173,610,528,177,467,115,1228,3298,41,195,242,76,193,28,1762,2537,1911,7534,5916,1425,5781,1297,8754,32618,0,0,0,0,10,8,44,62,0,7,3,3,36,4,13,66,4,18,22,6,56,13,18,137,3,9,22,6,53,13,28,134,6,11,9,4,38,0,38,106,0,6,13,0,17,0,17,53,0,0,0,0,12,0,28,40,13,51,69,19,222,38,186,598,0,15,110,60,402,120,1016,1723,135,1226,1025,164,1737,232,643,5162,1127,4360,2833,450,4435,485,1389,15079
IARE107018,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,6,4,0,5,0,0,15,3,4,0,3,4,3,5,22,0,0,6,5,4,0,0,15,0,0,0,0,8,0,0,8,4,3,4,0,3,0,5,19,7,13,17,8,24,3,10,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,9,0,9,4,0,14,0,0,27
IARE107019,7,17,3,4,3,3,510,547,4,6,3,3,4,0,430,450,4,10,6,0,0,0,260,280,5,4,5,0,0,0,191,205,0,3,0,0,3,0,215,221,20,40,17,7,15,3,1857,1959,0,3,16,8,46,19,160,252,65,797,286,30,261,28,252,1719,1215,3407,890,112,609,102,732,7067,1353,2378,917,123,483,94,655,6003,944,1099,578,118,264,68,522,3593,524,500,291,75,159,29,456,2034,115,215,162,45,83,11,747,1378,4216,8399,3140,511,1905,351,3524,22046,0,0,0,0,3,6,9,18,0,5,7,0,22,0,15,49,6,36,9,0,32,8,8,99,11,20,12,4,24,6,20,97,15,17,11,6,15,6,13,83,9,7,8,0,7,0,12,43,0,0,6,0,4,0,7,17,41,85,53,10,107,26,84,406,0,6,28,11,71,28,157,301,109,1303,551,50,534,57,150,2754,2083,5876,1705,175,1512,164,471,11986
IARE107020,3,22,6,0,6,0,614,651,3,22,14,3,9,0,646,697,13,15,14,3,8,5,471,529,4,8,14,3,5,3,437,474,3,14,22,0,21,0,720,780,29,81,73,12,53,8,3251,3507,0,3,48,23,159,45,470,748,94,1147,672,95,645,97,393,3143,1532,5573,2229,240,1423,207,1152,12356,2436,6247,3373,526,1566,309,1472,15929,1720,3863,2952,619,1327,284,1549,12314,1099,2147,2160,563,800,193,1596,8558,579,1527,2050,606,763,131,4520,10176,7460,20507,13484,2672,6683,1266,11152,63224,0,0,0,0,7,0,5,12,0,4,9,0,9,0,6,28,4,13,12,6,23,5,3,66,9,19,21,6,36,3,11,105,12,20,15,0,30,0,8,85,0,3,14,0,17,0,13,47,0,5,5,0,10,0,18,38,25,64,76,12,132,8,64,381,7,3,82,44,292,76,676,1180,127,1943,1130,164,1683,173,393,5613,2597,9343,3822,407,4683,321,1079,22252
IARE107021,17,22,12,6,8,0,769,834,10,6,9,0,11,3,483,522,4,7,8,0,3,0,408,430,0,5,7,0,7,0,276,295,0,8,10,0,3,0,500,521,34,61,49,11,41,3,2987,3186,8,3,48,19,107,38,488,711,193,1255,652,77,595,85,671,3528,2652,5252,1684,200,1176,213,1459,12636,1373,2798,1532,269,937,188,1129,8226,769,1703,1171,285,710,177,1164,5979,423,904,790,229,398,94,1008,3846,154,538,593,200,273,64,2330,4152,5572,12453,6470,1279,4196,859,8249,39078,0,0,0,0,6,3,21,30,3,3,6,7,13,3,32,67,3,15,8,3,32,4,45,110,9,13,14,3,33,3,31,106,0,6,10,5,19,0,28,68,6,3,3,0,9,0,17,38,0,0,0,0,10,0,19,29,21,40,41,18,122,13,193,448,8,9,74,31,206,62,589,979,342,2104,1322,112,1336,156,658,6030,5491,9555,3356,316,3120,308,1573,23719
IARE107022,0,7,10,3,13,0,422,455,4,7,3,3,4,3,365,389,7,6,3,0,3,3,351,373,0,4,5,3,7,0,283,302,0,4,0,0,5,0,358,367,11,31,27,12,44,11,2177,2313,0,5,60,35,285,132,607,1124,110,648,533,147,1215,213,522,3388,615,2248,1464,298,2381,384,1028,8418,461,1583,1432,394,1697,302,1104,6973,415,1160,1087,408,1421,269,1312,6072,273,729,823,309,684,150,1256,4224,81,285,394,117,239,36,1904,3056,1955,6658,5793,1708,7922,1486,7733,33255,0,0,6,0,27,13,61,107,4,17,8,3,103,15,96,246,13,42,39,11,152,25,106,388,11,32,40,14,117,22,86,322,13,29,25,12,101,3,53,236,8,12,19,8,30,0,42,119,3,0,3,7,10,0,26,49,52,132,140,55,540,78,470,1467,0,8,76,56,547,179,789,1655,142,1007,824,193,2739,318,711,5934,921,3464,2380,412,6161,553,1168,15059
IARE107023,7,21,6,0,4,0,836,874,3,20,8,0,0,0,572,603,10,8,3,0,3,0,423,447,5,3,8,0,5,0,334,355,0,8,8,0,3,3,602,624,25,67,38,5,15,3,3401,3554,0,14,33,7,48,19,381,502,181,1594,383,52,353,59,643,3265,2107,5039,1256,136,763,97,1206,10604,1756,3225,1443,208,584,108,954,8278,1093,1858,1036,245,477,103,925,5737,659,976,756,175,317,51,896,3830,262,619,616,162,303,42,2024,4028,6058,13325,5523,985,2845,479,7029,36244,0,0,0,0,5,8,29,42,0,9,3,5,23,3,49,92,7,37,12,0,38,7,74,175,12,21,22,5,40,0,69,169,12,17,8,8,19,3,31,98,3,3,14,0,12,0,31,63,3,3,0,0,4,4,27,41,37,90,59,18,141,25,310,680,5,22,59,18,103,29,411,647,296,2768,693,84,809,96,514,5260,3869,8722,2216,233,2255,171,1012,18478
IARE107024,8,14,7,0,6,3,435,473,5,12,12,3,3,3,340,378,0,9,6,3,7,3,259,287,0,6,8,0,3,3,191,211,3,3,3,0,9,0,320,338,16,49,36,10,28,15,1811,1965,0,7,41,18,83,31,269,449,60,599,370,50,268,55,325,1727,1121,2611,1050,116,728,137,779,6542,661,1552,1110,218,608,148,757,5054,365,915,742,225,471,104,746,3568,192,516,457,137,259,56,647,2264,78,280,346,107,239,26,1526,2602,2477,6480,4116,871,2656,557,5049,22206,0,0,0,0,3,0,6,9,0,0,0,0,8,0,0,8,3,14,8,0,13,3,0,41,3,4,11,0,16,0,6,40,3,8,4,0,18,3,9,45,3,6,4,0,6,0,3,22,0,0,0,0,3,0,11,14,12,32,27,0,67,6,35,179,0,11,51,25,133,42,353,615,98,1054,810,79,625,90,337,3093,2207,4710,2115,195,1863,193,738,12021
IARE107025,5,11,14,0,6,0,436,472,6,9,8,5,7,3,329,367,10,20,12,3,7,0,352,404,3,11,5,0,4,9,287,319,3,3,9,4,17,0,538,574,27,66,51,12,46,15,2233,2450,0,7,93,33,218,67,470,888,93,1298,784,130,890,126,400,3721,1032,4044,2030,304,1755,263,883,10311,1254,3641,2704,568,1700,313,1048,11228,1073,2502,2376,728,1473,302,1401,9855,813,1533,1651,614,886,236,1490,7223,271,753,1174,514,749,117,3584,7162,4536,13778,10812,2891,7671,1424,9276,50388,0,0,0,0,13,4,15,32,0,18,13,4,38,0,6,79,9,33,23,7,54,6,11,143,9,19,28,6,52,6,8,128,7,25,18,11,44,0,21,126,11,11,8,7,13,0,13,63,3,3,0,3,22,0,21,52,39,109,90,38,236,16,95,623,0,7,139,56,422,112,678,1414,140,2025,1249,203,2540,215,430,6802,1616,6380,3443,455,5614,368,871,18747
IARE107026,10,38,17,4,6,0,2984,3059,8,13,6,0,4,0,1312,1343,6,12,5,0,4,0,880,907,7,3,6,0,0,3,701,720,3,5,4,4,3,0,750,769,34,83,44,8,23,3,8383,8578,3,20,57,11,86,31,511,719,368,2851,913,60,564,83,1741,6580,4450,10915,2332,202,1130,176,3679,22884,2353,3833,1509,181,624,102,1748,10350,1284,1736,855,163,372,72,1326,5808,1012,1135,681,129,243,66,1124,4390,417,696,500,93,147,24,1794,3671,9887,21186,6847,839,3166,554,11923,54402,3,0,0,0,13,3,21,40,3,18,10,3,30,3,14,81,14,56,31,6,61,13,22,203,19,44,35,13,41,8,30,190,16,26,11,6,30,0,44,133,6,13,12,0,19,6,20,76,0,6,11,0,0,0,25,42,61,163,110,28,194,33,176,765,0,39,94,15,148,45,258,599,586,4846,1770,106,1174,150,709,9341,8535,21117,4862,375,3141,313,1514,39857
